equipe_dom,equipe_ext,cote_dom,cote_nul,cote_ext,score,but_dom,but_ext,total_but,resultat,total_buts
Newcastle,Burnley,1.21,6.98,11.5,4-2,,,,D,6.0
Wolverhampton,C. Palace,2.53,3.27,2.78,1-2,,,,E,3.0
Fulham,Sunderland,1.7,4.24,4.23,2-1,,,,D,3.0
Bournemouth,N. Forest,1.83,3.7,4.09,3-1,,,,D,4.0
Spurs,Newcastle,2.09,4.22,2.89,2-1,,,,D,3.0
Sunderland,Leeds,3.12,3.14,2.38,0-2,,,,E,2.0
C. Palace,Fulham,2.3,3.49,2.95,2-0,,,,D,2.0
Manchester Blue,Wolverhampton,1.18,7.51,13.04,4-0,,,,D,4.0
London Reds,Liverpool,1.7,4.43,4.08,0-1,,,,E,1.0
Everton,West Ham,2.04,3.39,3.64,1-1,,,,N,2.0
Burnley,Manchester Red,3.23,3.34,2.21,1-1,,,,N,2.0
Brentford,Brighton,2.1,4.31,2.85,1-2,,,,E,3.0
Newcastle,Liverpool,1.83,4.09,3.73,1-0,,,,D,1.0
Spurs,London Blues,1.92,4.22,3.31,2-2,,,,N,4.0
Manchester Blue,Leeds,1.12,8.54,19.81,5-0,,,,D,5.0
Burnley,N. Forest,2.43,3.42,2.81,3-1,,,,D,4.0
Sunderland,Bournemouth,5.83,4.56,1.49,1-4,,,,E,5.0
Everton,Fulham,2.65,3.12,2.76,1-2,,,,E,3.0
Leeds,Everton,4.17,3.24,1.95,1-1,,,,N,2.0
Manchester Red,Newcastle,2.2,3.76,2.93,1-3,,,,E,4.0
Wolverhampton,London Reds,6.39,4.17,1.51,0-4,,,,E,4.0
Brighton,Manchester Blue,3.74,3.7,1.92,0-3,,,,E,3.0
Bournemouth,C. Palace,2.3,3.17,3.23,1-0,,,,D,1.0
Sunderland,A. Villa,6.07,4.1,1.53,1-1,,,,N,2.0
C. Palace,A. Villa,2.02,3.57,3.5,2-2,,,,N,4.0
Everton,Brighton,2.53,3.53,2.62,3-0,,,,D,3.0
Wolverhampton,Fulham,2.67,3.38,2.57,2-1,,,,D,3.0
Spurs,Brentford,2.07,3.96,3.08,2-2,,,,N,4.0
Liverpool,N. Forest,1.17,7.31,14.07,4-1,,,,D,5.0
London Reds,Manchester Red,1.34,5.3,7.83,5-0,,,,D,5.0
West Ham,Leeds,1.59,3.95,5.64,0-0,,,,N,0.0
Manchester Blue,Bournemouth,1.23,6.92,10.05,3-1,,,,D,4.0
Burnley,Sunderland,2.54,3.49,2.63,2-0,,,,D,2.0
Everton,C. Palace,1.57,4.5,4.95,3-1,,,,D,4.0
London Blues,Brighton,1.81,4.17,3.74,2-1,,,,D,3.0
Brentford,Manchester Red,1.82,4.08,3.75,3-0,,,,D,3.0
Everton,C. Palace,2.43,3.02,3.15,2-0,,,,D,2.0
N. Forest,London Reds,5.12,3.67,1.69,0-0,,,,N,0.0
Wolverhampton,London Blues,2.54,3.53,2.61,1-2,,,,E,3.0
West Ham,Brentford,2.55,3.59,2.57,3-1,,,,D,4.0
Brighton,Manchester Blue,3.74,3.74,1.9,1-2,,,,E,3.0
N. Forest,Liverpool,2.91,3.7,2.24,3-2,,,,D,5.0
Newcastle,Bournemouth,1.31,5.83,8.02,2-2,,,,N,4.0
London Reds,A. Villa,1.36,5.18,7.7,2-2,,,,N,4.0
Spurs,Burnley,1.42,5.47,5.79,0-2,,,,E,2.0
Fulham,Everton,1.84,3.55,4.27,1-0,,,,D,1.0
C. Palace,Leeds,1.5,4.11,6.67,3-0,,,,D,3.0
Bournemouth,Spurs,2.54,3.7,2.52,1-1,,,,N,2.0
Leeds,Manchester Red,5.11,3.97,1.63,0-0,,,,N,0.0
Brentford,Newcastle,2.3,4.08,2.63,1-5,,,,E,6.0
Sunderland,West Ham,5.01,3.99,1.64,3-2,,,,D,5.0
Manchester Blue,Wolverhampton,1.17,7.63,13.18,3-1,,,,D,4.0
Everton,Brighton,2.61,3.49,2.56,2-0,,,,D,2.0
N. Forest,Bournemouth,1.83,3.89,3.88,0-1,,,,E,1.0
London Reds,Manchester Blue,2.15,3.68,3.09,1-2,,,,E,3.0
Leeds,West Ham,4.07,3.79,1.82,1-1,,,,N,2.0
Burnley,Manchester Blue,8.17,4.48,1.4,1-2,,,,E,3.0
London Blues,Bournemouth,1.54,4.54,5.23,0-1,,,,E,1.0
Fulham,London Reds,1.4,4.82,7.23,0-0,,,,N,0.0
Everton,Manchester Blue,5.13,3.5,1.73,0-3,,,,E,3.0
Spurs,Brentford,2.02,3.99,3.19,3-3,,,,N,6.0
Burnley,London Reds,10.17,4.89,1.32,0-1,,,,E,1.0
C. Palace,N. Forest,1.7,3.98,4.49,3-1,,,,D,4.0
Liverpool,Spurs,1.35,5.61,7.13,1-1,,,,N,2.0
London Reds,Everton,1.29,5.42,10.28,2-0,,,,D,2.0
Newcastle,Wolverhampton,1.27,5.91,9.65,1-1,,,,N,2.0
Brentford,Leeds,1.36,5.07,7.91,1-1,,,,N,2.0
Manchester Blue,Brighton,1.35,5.81,6.86,3-0,,,,D,3.0
Manchester Red,Burnley,1.41,4.95,6.63,1-0,,,,D,1.0
Bournemouth,Sunderland,1.86,3.68,3.99,2-2,,,,N,4.0
Fulham,London Blues,2.14,3.83,3.01,1-2,,,,E,3.0
Sunderland,Manchester Blue,17.48,7.05,1.16,0-1,,,,E,1.0
C. Palace,Wolverhampton,1.7,3.92,4.59,5-1,,,,D,6.0
Liverpool,London Blues,1.33,5.37,8.11,5-0,,,,D,5.0
Brighton,Spurs,1.95,4.18,3.23,1-2,,,,E,3.0
Newcastle,Brentford,1.55,4.26,5.6,3-1,,,,D,4.0
Leeds,Everton,3.96,3.26,2.0,2-1,,,,D,3.0
N. Forest,Liverpool,3.03,3.67,2.19,2-3,,,,E,5.0
London Blues,Burnley,1.38,5.24,6.93,5-0,,,,D,5.0
Sunderland,Manchester Red,6.03,4.17,1.53,2-2,,,,N,4.0
A. Villa,London Reds,3.43,3.65,2.02,0-2,,,,E,2.0
West Ham,Manchester Blue,5.18,4.16,1.6,0-1,,,,E,1.0
Wolverhampton,Bournemouth,2.11,3.86,3.06,3-1,,,,D,4.0
Spurs,Sunderland,1.52,4.91,5.07,2-1,,,,D,3.0
Liverpool,Newcastle,1.42,4.98,6.38,1-4,,,,E,5.0
Everton,London Blues,2.46,3.23,2.9,2-1,,,,D,3.0
Manchester Blue,Bournemouth,1.21,7.22,10.51,0-3,,,,E,3.0
Fulham,Wolverhampton,1.63,4.29,4.67,0-0,,,,N,0.0
Burnley,N. Forest,2.49,3.41,2.74,2-1,,,,D,3.0
London Reds,Manchester Blue,2.25,3.71,2.89,2-1,,,,D,3.0
Burnley,C. Palace,3.47,3.22,2.17,3-0,,,,D,3.0
Brighton,N. Forest,1.5,4.6,5.7,2-1,,,,D,3.0
Leeds,A. Villa,5.07,3.95,1.64,1-0,,,,D,1.0
Spurs,West Ham,1.59,4.66,4.61,3-0,,,,D,3.0
Manchester Red,Bournemouth,1.61,4.32,4.81,1-1,,,,N,2.0
London Blues,Sunderland,1.45,4.69,6.31,3-2,,,,D,5.0
Manchester Blue,Manchester Red,1.25,6.16,10.03,4-1,,,,D,5.0
A. Villa,London Blues,1.67,4.23,4.43,3-0,,,,D,3.0
Wolverhampton,London Reds,6.81,4.27,1.47,1-1,,,,N,2.0
N. Forest,A. Villa,2.02,3.48,3.61,4-2,,,,D,6.0
Manchester Red,London Reds,4.4,3.61,1.8,2-1,,,,D,3.0
Brighton,C. Palace,1.84,3.77,3.97,2-1,,,,D,3.0
London Blues,West Ham,1.47,4.57,6.19,3-1,,,,D,4.0
Spurs,Manchester Blue,3.67,4.08,1.84,4-1,,,,D,5.0
Bournemouth,London Blues,2.39,3.4,2.88,0-0,,,,N,0.0
Wolverhampton,Manchester Red,2.38,3.39,2.89,1-1,,,,N,2.0
Manchester Blue,Leeds,1.12,8.58,20.27,4-1,,,,D,5.0
West Ham,N. Forest,1.81,3.98,3.9,2-2,,,,N,4.0
Newcastle,A. Villa,1.42,4.73,6.88,1-2,,,,E,3.0
London Reds,London Blues,1.42,5.04,6.41,1-0,,,,D,1.0
C. Palace,Wolverhampton,1.65,4.09,4.81,0-0,,,,N,0.0
Burnley,Liverpool,5.37,4.28,1.56,0-5,,,,E,5.0
West Ham,N. Forest,1.79,3.97,4.0,1-1,,,,N,2.0
Everton,Fulham,2.6,3.14,2.8,0-0,,,,N,0.0
Manchester Red,Spurs,1.95,4.02,3.34,2-2,,,,N,4.0
A. Villa,Brighton,1.68,4.54,4.08,3-3,,,,N,6.0
Newcastle,Sunderland,1.26,5.98,9.79,2-0,,,,D,2.0
Bournemouth,Manchester Blue,5.07,3.64,1.7,1-2,,,,E,3.0
Leeds,Brentford,6.37,4.3,1.49,1-3,,,,E,4.0
N. Forest,Manchester Red,2.07,3.45,3.48,3-1,,,,D,4.0
Manchester Blue,Sunderland,1.18,7.49,12.6,0-0,,,,N,0.0
London Blues,C. Palace,1.7,3.78,4.83,1-1,,,,N,2.0
Liverpool,West Ham,1.23,6.33,11.39,2-0,,,,D,2.0
Newcastle,Manchester Blue,2.35,3.51,2.87,0-0,,,,N,0.0
Everton,London Reds,6.08,3.54,1.63,1-2,,,,E,3.0
Spurs,N. Forest,1.56,4.72,4.81,2-3,,,,E,5.0
Manchester Red,Liverpool,2.49,3.77,2.54,0-2,,,,E,2.0
Leeds,London Blues,5.64,4.27,1.54,0-1,,,,E,1.0
London Blues,Bournemouth,1.48,4.75,5.77,1-0,,,,D,1.0
Brentford,Manchester Blue,3.82,4.03,1.82,0-2,,,,E,2.0
Liverpool,Spurs,1.35,5.54,7.09,3-0,,,,D,3.0
London Reds,Burnley,1.2,7.3,11.3,2-1,,,,D,3.0
A. Villa,Leeds,1.27,5.66,10.5,6-0,,,,D,6.0
Sunderland,London Blues,7.18,4.75,1.41,0-5,,,,E,5.0
Manchester Red,Brighton,1.96,3.98,3.37,0-2,,,,E,2.0
Manchester Blue,Wolverhampton,1.19,7.33,12.37,1-1,,,,N,2.0
West Ham,London Reds,6.13,4.17,1.52,1-1,,,,N,2.0
C. Palace,West Ham,1.77,3.91,4.16,1-3,,,,E,4.0
Fulham,N. Forest,1.7,4.16,4.29,3-1,,,,D,4.0
London Reds,Manchester Red,1.37,5.03,7.55,2-0,,,,D,2.0
London Blues,Manchester Blue,3.16,3.4,2.23,1-2,,,,E,3.0
Manchester Red,C. Palace,1.9,3.48,4.07,0-1,,,,E,1.0
Manchester Blue,A. Villa,1.28,5.87,9.08,1-1,,,,N,2.0
Brentford,London Blues,1.92,4.14,3.36,1-3,,,,E,4.0
Newcastle,C. Palace,1.4,4.7,7.42,1-1,,,,N,2.0
Manchester Blue,Bournemouth,1.23,6.89,10.04,1-3,,,,E,4.0
London Blues,Leeds,1.28,5.32,10.79,1-0,,,,D,1.0
A. Villa,Manchester Red,1.58,4.29,5.12,4-1,,,,D,5.0
C. Palace,N. Forest,1.72,4.01,4.39,1-1,,,,N,2.0
Newcastle,West Ham,1.3,5.64,8.86,0-0,,,,N,0.0
Brighton,Manchester Blue,3.6,3.71,1.95,2-3,,,,E,5.0
Bournemouth,London Blues,2.51,3.39,2.74,0-3,,,,E,3.0
Liverpool,Manchester Red,1.31,5.32,9.14,5-1,,,,D,6.0
Brentford,A. Villa,1.84,4.03,3.72,1-2,,,,E,3.0
Manchester Blue,C. Palace,1.3,5.49,8.99,3-0,,,,D,3.0
Manchester Red,Everton,1.65,3.62,5.58,2-0,,,,D,2.0
N. Forest,West Ham,1.8,3.77,4.18,1-0,,,,D,1.0
Leeds,A. Villa,5.2,4.01,1.62,1-2,,,,E,3.0
C. Palace,London Blues,2.25,3.66,2.92,0-2,,,,E,2.0
Newcastle,London Reds,2.73,3.42,2.5,4-0,,,,D,4.0
Burnley,Manchester Red,3.21,3.29,2.25,3-1,,,,D,4.0
London Reds,Fulham,1.39,5.02,7.04,4-0,,,,D,4.0
Manchester Red,Newcastle,2.13,3.76,3.09,2-1,,,,D,3.0
Sunderland,N. Forest,4.54,3.93,1.71,1-3,,,,E,4.0
Brentford,Brighton,2.11,4.27,2.84,3-2,,,,D,5.0
Manchester Blue,West Ham,1.22,6.76,11.06,3-1,,,,D,4.0
A. Villa,Everton,1.45,4.45,6.88,0-1,,,,E,1.0
Spurs,C. Palace,1.86,3.91,3.73,1-3,,,,E,4.0
Liverpool,Burnley,1.15,8.1,14.36,2-0,,,,D,2.0
Leeds,Bournemouth,4.51,4.25,1.66,0-3,,,,E,3.0
Manchester Blue,Sunderland,1.18,7.53,12.15,1-0,,,,D,1.0
Bournemouth,A. Villa,2.25,3.3,3.21,1-0,,,,D,1.0
West Ham,London Blues,2.41,3.75,2.64,0-0,,,,N,0.0
N. Forest,London Reds,5.27,3.68,1.67,1-0,,,,D,1.0
Fulham,Manchester Red,2.02,3.7,3.38,1-1,,,,N,2.0
Newcastle,Liverpool,1.78,4.24,3.82,0-2,,,,E,2.0
C. Palace,Brentford,2.3,3.51,2.93,1-1,,,,N,2.0
Brighton,Leeds,1.36,4.93,8.21,1-0,,,,D,1.0
Leeds,C. Palace,4.92,3.78,1.69,1-5,,,,E,6.0
London Reds,Manchester Blue,2.23,3.73,2.92,3-1,,,,D,4.0
London Blues,Sunderland,1.41,4.84,6.87,4-1,,,,D,5.0
Spurs,West Ham,1.57,4.66,4.84,4-1,,,,D,5.0
Manchester Red,N. Forest,1.54,4.28,5.64,2-2,,,,N,4.0
London Blues,London Reds,3.72,3.47,1.99,1-1,,,,N,2.0
Manchester Blue,Manchester Red,1.27,5.91,9.61,2-0,,,,D,2.0
Brighton,A. Villa,1.81,3.88,4.0,3-0,,,,D,3.0
Liverpool,Manchester Blue,2.07,3.64,3.32,2-1,,,,D,3.0
Spurs,London Reds,4.27,4.07,1.72,1-1,,,,N,2.0
Everton,N. Forest,1.9,3.47,4.05,3-0,,,,D,3.0
Leeds,West Ham,4.09,3.88,1.79,2-1,,,,D,3.0
Brighton,C. Palace,1.86,3.64,4.01,3-1,,,,D,4.0
Manchester Red,London Blues,1.88,3.79,3.79,2-2,,,,N,4.0
C. Palace,A. Villa,2.07,3.52,3.41,2-0,,,,D,2.0
Spurs,Manchester Red,1.77,4.14,3.96,1-1,,,,N,2.0
Manchester Blue,Everton,1.23,5.98,12.13,2-1,,,,D,3.0
London Blues,Liverpool,2.35,3.79,2.69,3-2,,,,D,5.0
Brighton,West Ham,1.62,4.29,4.74,4-2,,,,D,6.0
Newcastle,N. Forest,1.25,6.15,10.37,3-0,,,,D,3.0
Everton,London Blues,2.61,3.23,2.72,1-2,,,,E,3.0
Leeds,London Reds,17.02,6.85,1.17,0-4,,,,E,4.0
Brentford,Manchester Red,1.85,4.07,3.65,4-2,,,,D,6.0
West Ham,C. Palace,2.3,3.46,2.97,0-1,,,,E,1.0
Wolverhampton,A. Villa,2.4,3.39,2.87,0-0,,,,N,0.0
Manchester Blue,Newcastle,1.45,5.09,5.71,3-0,,,,D,3.0
Manchester Red,Leeds,1.35,4.76,9.27,1-1,,,,N,2.0
Newcastle,Manchester Red,1.41,4.77,6.99,1-0,,,,D,1.0
Leeds,Manchester Blue,14.04,6.37,1.2,1-3,,,,E,4.0
A. Villa,Bournemouth,1.45,5.17,5.72,2-3,,,,E,5.0
Sunderland,Everton,5.06,3.36,1.77,2-1,,,,D,3.0
West Ham,London Blues,2.34,3.71,2.76,2-1,,,,D,3.0
Liverpool,Burnley,1.16,8.07,13.8,2-1,,,,D,3.0
Fulham,N. Forest,1.72,4.17,4.16,1-3,,,,E,4.0
C. Palace,London Reds,5.2,3.8,1.65,2-3,,,,E,5.0
Brighton,Spurs,1.97,4.18,3.19,0-1,,,,E,1.0
Fulham,Manchester Red,2.0,3.75,3.41,2-3,,,,E,5.0
Fulham,Liverpool,3.15,4.07,2.02,1-2,,,,E,3.0
Brighton,Sunderland,1.54,4.54,5.28,1-0,,,,D,1.0
Brentford,Leeds,1.36,5.14,7.75,5-0,,,,D,5.0
Bournemouth,West Ham,1.98,3.52,3.7,1-2,,,,E,3.0
Newcastle,A. Villa,1.43,4.71,6.78,0-2,,,,E,2.0
C. Palace,N. Forest,1.69,4.02,4.58,0-0,,,,N,0.0
London Blues,Manchester Blue,3.18,3.48,2.18,2-2,,,,N,4.0
Everton,Wolverhampton,1.96,3.37,3.95,2-1,,,,D,3.0
London Reds,Spurs,1.43,5.31,5.76,2-0,,,,D,2.0
Burnley,Manchester Red,3.09,3.3,2.3,2-3,,,,E,5.0
Burnley,C. Palace,3.3,3.2,2.25,3-1,,,,D,4.0
A. Villa,Fulham,1.65,4.22,4.57,1-0,,,,D,1.0
Manchester Blue,Brighton,1.36,5.79,6.61,5-1,,,,D,6.0
Brentford,Liverpool,2.85,4.21,2.12,1-2,,,,E,3.0
London Blues,Newcastle,1.98,3.87,3.35,2-0,,,,D,2.0
Everton,Wolverhampton,1.96,3.39,3.93,1-3,,,,E,4.0
London Reds,Spurs,1.44,5.27,5.66,3-2,,,,D,5.0
N. Forest,Sunderland,1.64,4.04,4.93,2-0,,,,D,2.0
Manchester Red,Bournemouth,1.63,4.29,4.64,2-1,,,,D,3.0
Brentford,Manchester Blue,3.98,4.09,1.77,3-3,,,,N,6.0
West Ham,London Reds,6.39,4.27,1.49,0-3,,,,E,3.0
Liverpool,Burnley,1.16,7.86,13.76,3-1,,,,D,4.0
Brighton,Spurs,1.98,4.19,3.15,3-1,,,,D,4.0
Leeds,London Blues,5.94,4.42,1.5,0-3,,,,E,3.0
Manchester Blue,Leeds,1.12,8.7,20.3,3-1,,,,D,4.0
Sunderland,Manchester Red,5.7,3.98,1.58,0-0,,,,N,0.0
Everton,Brentford,2.61,3.12,2.81,1-1,,,,N,2.0
London Reds,Liverpool,1.68,4.48,4.11,2-0,,,,D,2.0
A. Villa,West Ham,1.44,4.91,6.13,4-0,,,,D,4.0
London Blues,Bournemouth,1.55,4.54,5.12,4-1,,,,D,5.0
N. Forest,Fulham,2.15,3.41,3.3,1-0,,,,D,1.0
Burnley,Wolverhampton,2.44,3.4,2.81,2-3,,,,E,5.0
Newcastle,Spurs,1.45,5.13,5.65,2-0,,,,D,2.0
Liverpool,A. Villa,1.29,5.54,9.5,2-0,,,,D,2.0
Brentford,Sunderland,1.57,4.64,4.82,2-1,,,,D,3.0
Newcastle,C. Palace,1.44,4.49,6.9,5-1,,,,D,6.0
Brighton,Burnley,1.44,5.01,5.99,2-1,,,,D,3.0
Wolverhampton,London Reds,6.34,4.15,1.51,1-2,,,,E,3.0
West Ham,Manchester Red,2.21,3.58,3.04,2-0,,,,D,2.0
London Reds,Brighton,1.45,5.25,5.61,3-2,,,,D,5.0
N. Forest,C. Palace,2.03,3.34,3.72,1-1,,,,N,2.0
London Blues,Spurs,1.79,4.23,3.79,1-0,,,,D,1.0
Manchester Red,Liverpool,2.71,3.74,2.36,3-2,,,,D,5.0
Everton,Bournemouth,2.1,3.51,3.34,3-1,,,,D,4.0
Brentford,Leeds,1.37,5.05,7.58,2-2,,,,N,4.0
A. Villa,Wolverhampton,1.36,5.3,7.23,2-2,,,,N,4.0
Burnley,Newcastle,4.19,3.93,1.76,0-1,,,,E,1.0
Manchester Blue,Fulham,1.32,5.6,8.13,4-1,,,,D,5.0
Sunderland,West Ham,4.98,4.04,1.63,2-1,,,,D,3.0
London Reds,West Ham,1.27,6.1,9.09,0-1,,,,E,1.0
Fulham,Brighton,2.28,4.09,2.65,2-4,,,,E,6.0
Sunderland,Manchester Blue,18.07,7.08,1.16,0-3,,,,E,3.0
Brentford,Burnley,1.47,5.16,5.4,1-1,,,,N,2.0
Brighton,Leeds,1.38,4.77,8.13,2-0,,,,D,2.0
Wolverhampton,Liverpool,3.75,3.93,1.86,1-1,,,,N,2.0
Manchester Blue,London Blues,1.32,5.72,7.85,3-1,,,,D,4.0
Spurs,Brentford,2.02,4.01,3.16,1-2,,,,E,3.0
Newcastle,C. Palace,1.43,4.55,7.03,2-2,,,,N,4.0
Burnley,London Reds,9.3,4.67,1.35,1-2,,,,E,3.0
Bournemouth,A. Villa,2.26,3.35,3.13,1-1,,,,N,2.0
Everton,Fulham,2.49,3.13,2.96,3-0,,,,D,3.0
Bournemouth,Manchester Blue,5.03,3.64,1.71,1-1,,,,N,2.0
London Blues,Manchester Red,1.7,3.87,4.67,0-1,,,,E,1.0
C. Palace,Brentford,2.37,3.43,2.88,2-1,,,,D,3.0
Sunderland,Wolverhampton,4.4,3.79,1.76,1-2,,,,E,3.0
Fulham,West Ham,1.79,4.03,3.96,1-1,,,,N,2.0
Liverpool,Newcastle,1.5,4.69,1.46,1-0,,,,D,1.0
A. Villa,Brighton,1.65,4.64,4.18,2-2,,,,N,4.0
N. Forest,Burnley,1.56,4.43,5.16,0-2,,,,E,2.0
Manchester Red,Bournemouth,1.61,4.32,4.84,0-2,,,,E,2.0
Wolverhampton,London Blues,2.56,3.53,2.59,1-1,,,,N,2.0
Burnley,Fulham,3.45,3.4,2.1,2-1,,,,D,3.0
Manchester Blue,A. Villa,1.28,5.96,9.06,2-1,,,,D,3.0
West Ham,Leeds,1.59,3.98,5.54,1-0,,,,D,1.0
Spurs,N. Forest,1.51,4.88,5.16,3-2,,,,D,5.0
C. Palace,London Reds,5.14,3.77,1.67,0-2,,,,E,2.0
Newcastle,Sunderland,1.24,6.29,10.53,1-0,,,,D,1.0
Brentford,Liverpool,2.72,4.18,2.2,2-2,,,,N,4.0
Bournemouth,Wolverhampton,1.87,3.58,4.08,0-1,,,,E,1.0
Sunderland,Brentford,7.1,4.41,1.44,3-2,,,,D,5.0
Leeds,Burnley,3.39,3.95,1.96,1-1,,,,N,2.0
Fulham,Spurs,2.33,4.11,2.58,3-3,,,,N,6.0
Brighton,West Ham,1.66,4.22,4.52,2-1,,,,D,3.0
Liverpool,London Reds,2.35,3.4,2.94,2-0,,,,D,2.0
N. Forest,C. Palace,2.08,3.3,3.64,0-1,,,,E,1.0
West Ham,Spurs,2.48,4.03,2.45,3-1,,,,D,4.0
Leeds,Sunderland,3.56,3.83,1.93,1-4,,,,E,5.0
Manchester Red,Brentford,2.03,3.53,3.51,2-2,,,,N,4.0
Brighton,Liverpool,2.56,3.93,2.41,4-0,,,,D,4.0
Manchester Blue,London Reds,2.23,3.69,2.94,1-2,,,,E,3.0
A. Villa,Burnley,1.3,6.13,7.99,0-0,,,,N,0.0
London Blues,Fulham,1.79,3.78,4.2,1-0,,,,D,1.0
Everton,C. Palace,2.55,3.02,2.96,0-1,,,,E,1.0
Wolverhampton,Newcastle,3.15,3.75,2.1,1-1,,,,N,2.0
Bournemouth,N. Forest,1.84,3.65,4.1,4-1,,,,D,5.0
Brentford,Manchester Blue,3.79,4.07,1.82,2-3,,,,E,5.0
N. Forest,London Blues,3.56,3.04,2.27,1-3,,,,E,4.0
Liverpool,Leeds,1.13,8.03,20.65,4-0,,,,D,4.0
Burnley,West Ham,2.69,3.42,2.53,2-0,,,,D,2.0
Newcastle,Manchester Red,1.41,4.79,7.11,2-2,,,,N,4.0
Spurs,Everton,1.67,4.0,4.74,2-2,,,,N,4.0
Manchester Red,Wolverhampton,1.49,4.43,6.19,3-2,,,,D,5.0
Fulham,Liverpool,3.16,4.1,2.0,1-1,,,,N,2.0
Everton,Burnley,1.79,3.75,4.24,1-1,,,,N,2.0
London Blues,London Reds,3.8,3.47,1.96,0-1,,,,E,1.0
Sunderland,N. Forest,4.59,3.9,1.71,1-2,,,,E,3.0
A. Villa,West Ham,1.43,4.93,6.24,2-1,,,,D,3.0
Leeds,C. Palace,5.13,3.75,1.67,3-0,,,,D,3.0
Manchester Blue,Newcastle,1.46,5.04,5.59,0-0,,,,N,0.0
Bournemouth,Brentford,2.57,3.22,2.77,1-0,,,,D,1.0
Newcastle,Bournemouth,1.31,5.82,8.16,5-0,,,,D,5.0
Liverpool,N. Forest,1.19,7.0,12.75,5-1,,,,D,6.0
Spurs,Leeds,1.32,5.43,8.43,2-1,,,,D,3.0
Manchester Red,A. Villa,1.79,3.69,4.34,1-2,,,,E,3.0
Wolverhampton,Manchester Blue,5.33,3.94,1.62,3-1,,,,D,4.0
Brentford,London Blues,1.96,4.08,3.27,3-0,,,,D,3.0
Burnley,Brighton,3.57,3.87,1.92,1-3,,,,E,4.0
Newcastle,C. Palace,1.41,4.63,7.32,2-1,,,,D,3.0
Liverpool,West Ham,1.23,6.35,11.35,0-0,,,,N,0.0
Brentford,Brighton,2.04,4.29,2.96,1-0,,,,D,1.0
Burnley,Wolverhampton,2.36,3.39,2.92,2-2,,,,N,4.0
N. Forest,Fulham,2.21,3.43,3.17,1-1,,,,N,2.0
London Blues,Sunderland,1.39,4.99,7.13,4-0,,,,D,4.0
London Reds,A. Villa,1.36,5.18,7.56,4-1,,,,D,5.0
Manchester Blue,Liverpool,1.64,4.63,4.3,1-2,,,,E,3.0
Everton,Brighton,2.7,3.52,2.47,0-1,,,,E,1.0
Manchester Red,Fulham,1.88,3.68,3.88,0-1,,,,E,1.0
Newcastle,Burnley,1.21,6.97,11.29,0-2,,,,E,2.0
London Reds,C. Palace,1.38,5.03,7.41,2-0,,,,D,2.0
N. Forest,West Ham,1.77,3.81,4.31,0-1,,,,E,1.0
Brentford,Sunderland,1.57,4.67,4.76,2-2,,,,N,4.0
London Blues,Wolverhampton,1.4,4.8,7.15,5-0,,,,D,5.0
Wolverhampton,Manchester Blue,5.78,4.09,1.56,0-2,,,,E,2.0
Liverpool,N. Forest,1.19,6.88,12.88,2-3,,,,E,5.0
Sunderland,London Reds,23.05,8.02,1.12,0-3,,,,E,3.0
London Blues,Newcastle,1.96,3.87,3.44,3-0,,,,D,3.0
Leeds,Manchester Red,4.89,3.9,1.67,4-1,,,,D,5.0
Burnley,Brentford,3.56,3.43,2.05,0-0,,,,N,0.0
C. Palace,Everton,1.84,3.44,4.43,1-1,,,,N,2.0
Brighton,Bournemouth,1.7,4.33,4.14,1-2,,,,E,3.0
Fulham,A. Villa,2.06,3.76,3.23,0-1,,,,E,1.0
Newcastle,Wolverhampton,1.25,6.16,10.51,2-2,,,,N,4.0
Manchester Red,West Ham,1.64,4.07,4.87,2-2,,,,N,4.0
N. Forest,Manchester Blue,4.35,3.57,1.82,3-0,,,,D,3.0
Brighton,Fulham,1.97,3.73,3.51,2-1,,,,D,3.0
Everton,Sunderland,1.96,3.43,3.88,2-3,,,,E,5.0
Spurs,Liverpool,2.57,4.24,2.3,2-3,,,,E,5.0
Brentford,London Blues,2.01,4.04,3.18,1-1,,,,N,2.0
Bournemouth,C. Palace,2.38,3.15,3.09,1-3,,,,E,4.0
Leeds,Brighton,6.38,5.05,1.42,0-1,,,,E,1.0
Newcastle,Brentford,1.5,4.46,5.95,3-0,,,,D,3.0
Wolverhampton,N. Forest,1.93,3.69,3.68,3-1,,,,D,4.0
Sunderland,Bournemouth,5.62,4.58,1.51,3-2,,,,D,5.0
Burnley,Everton,2.7,3.0,2.81,1-1,,,,N,2.0
West Ham,A. Villa,2.23,3.57,3.02,4-1,,,,D,5.0
Fulham,Sunderland,1.69,4.27,4.3,4-2,,,,D,6.0
Everton,London Blues,2.53,3.22,2.83,1-1,,,,N,2.0
Bournemouth,Burnley,1.71,4.05,4.39,1-4,,,,E,5.0
Spurs,N. Forest,1.53,4.83,5.04,1-1,,,,N,2.0
Brighton,West Ham,1.62,4.25,4.84,3-2,,,,D,5.0
Manchester Red,Manchester Blue,3.51,3.52,2.04,0-2,,,,E,2.0
Brentford,Wolverhampton,1.53,4.74,5.08,1-2,,,,E,3.0
Sunderland,Leeds,3.31,3.21,2.24,0-1,,,,E,1.0
Brentford,London Reds,4.81,4.17,1.63,3-1,,,,D,4.0
Burnley,Fulham,3.6,3.44,2.04,3-1,,,,D,4.0
